county_name,year,num_of_bedrooms,house_value_index,est_pop,median_hh_income,poverty_count,poverty_rate,st_abb,state_code,county_code,tax_rate,apr_30,points_30,apr_15,points_15
MIDDLESEX,2011,1,99118.15388418206,815253,73914,67199,8.5,NJ,034,023,5.10048,4.447884615384615,0.7173076923076922,3.6842307692307688,0.7096153846153845
MIDDLESEX,2012,1,93615.21918460917,819389,77044,77061,9.6,NJ,034,023,5.143,3.6574999999999998,0.7173076923076922,2.934423076923077,0.6846153846153846
MIDDLESEX,2013,1,97281.77175295448,821811,76515,75437,9.4,NJ,034,023,5.25972,3.9755769230769227,0.7326923076923078,3.100769230769231,0.7
MIDDLESEX,2014,1,107577.75747714627,824331,77330,67331,8.3,NJ,034,023,5.128959999999999,4.168867924528302,0.5924528301886792,3.2860377358490567,0.5716981132075472
MIDDLESEX,2015,1,113261.0034384635,825471,78249,69660,8.5,NJ,034,023,5.2438400000000005,3.8505769230769227,0.6153846153846154,3.0875000000000004,0.5769230769230769
MIDDLESEX,2016,1,117990.01752474213,825298,82183,69642,8.6,NJ,034,023,5.35068,3.6540384615384616,0.5307692307692308,2.930769230769231,0.49230769230769234
MIDDLESEX,2017,1,124003.0287508677,826972,85187,69518,8.5,NJ,034,023,5.2960400000000005,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536
MIDDLESEX,2018,1,133462.6350712123,825677,87666,65823,8.2,NJ,034,023,5.40616,4.544615384615384,0.4846153846153846,4.000192307692307,0.45000000000000007
MIDDLESEX,2019,1,145856.101251266,824394,92770,68514,8.5,NJ,034,023,5.08952,3.935769230769231,0.5211538461538462,3.391730769230769,0.475
MIDDLESEX,2020,1,168297.33696708645,822736,95610,59132,7.4,NJ,034,023,4.93968,3.111698113207547,0.7339622641509433,2.6049056603773586,0.6924528301886792
MIDDLESEX,2021,1,187505.20396258216,860807,98992,67146,8.0,NJ,034,023,5.00716,2.957692307692308,0.675,2.271923076923077,0.6423076923076922
MONMOUTH,2010,1,211119.31574831982,630454,80462,42394,6.8,NJ,034,025,1.9970754716981127,4.689807692307692,0.7173076923076922,4.095576923076923,0.6673076923076923
MONMOUTH,2011,1,198035.58550264625,629144,79062,42983,6.9,NJ,034,025,2.0139056603773575,4.447884615384615,0.7173076923076922,3.6842307692307688,0.7096153846153845
MONMOUTH,2012,1,174390.10268369564,627682,81190,45472,7.3,NJ,034,025,2.0776603773584914,3.6574999999999998,0.7173076923076922,2.934423076923077,0.6846153846153846
MONMOUTH,2013,1,172941.78927709255,626964,83424,48548,7.8,NJ,034,025,2.126735849056604,3.9755769230769227,0.7326923076923078,3.100769230769231,0.7
MONMOUTH,2014,1,175251.6378602845,625581,87220,51001,8.2,NJ,034,025,2.0976981132075467,4.168867924528302,0.5924528301886792,3.2860377358490567,0.5716981132075472
MONMOUTH,2015,1,180086.03919367612,624180,86722,46641,7.5,NJ,034,025,2.075018867924529,3.8505769230769227,0.6153846153846154,3.0875000000000004,0.5769230769230769
MONMOUTH,2016,1,189367.11727140425,623055,89968,43866,7.1,NJ,034,025,2.038509433962264,3.6540384615384616,0.5307692307692308,2.930769230769231,0.49230769230769234
MONMOUTH,2017,1,200417.31600183787,622122,97627,45085,7.3,NJ,034,025,2.0127735849056596,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536
MONMOUTH,2018,1,216574.99804798688,620859,99223,41380,6.7,NJ,034,025,1.975283018867924,4.544615384615384,0.4846153846153846,4.000192307692307,0.45000000000000007
MONMOUTH,2019,1,229571.146467132,619687,102579,37725,6.2,NJ,034,025,1.959811320754717,3.935769230769231,0.5211538461538462,3.391730769230769,0.475
MONMOUTH,2020,1,253206.86641337755,618381,104219,35894,5.9,NJ,034,025,1.940471698113208,3.111698113207547,0.7339622641509433,2.6049056603773586,0.6924528301886792
MONMOUTH,2021,1,278417.47550130944,645354,107500,47491,7.4,NJ,034,025,1.902943396226415,2.957692307692308,0.675,2.271923076923077,0.6423076923076922
MORRIS,2010,1,174963.41232715236,492623,91403,27564,5.7,NJ,034,027,2.286948717948718,4.689807692307692,0.7173076923076922,4.095576923076923,0.6673076923076923
MORRIS,2011,1,167859.09067905621,494801,91420,24438,5.0,NJ,034,027,2.3609230769230773,4.447884615384615,0.7173076923076922,3.6842307692307688,0.7096153846153845
MORRIS,2012,1,164927.30896038414,495623,95236,23017,4.7,NJ,034,027,2.3372564102564097,3.6574999999999998,0.7173076923076922,2.934423076923077,0.6846153846153846
MORRIS,2013,1,166444.57867880748,496050,99950,23871,4.9,NJ,034,027,2.377948717948718,3.9755769230769227,0.7326923076923078,3.100769230769231,0.7
MORRIS,2014,1,172021.716855605,494931,100511,24782,5.0,NJ,034,027,2.4206666666666665,4.168867924528302,0.5924528301886792,3.2860377358490567,0.5716981132075472
MORRIS,2015,1,177475.59544248026,494370,101754,25917,5.3,NJ,034,027,2.4639743589743595,3.8505769230769227,0.6153846153846154,3.0875000000000004,0.5769230769230769
MORRIS,2016,1,184953.71698652464,493831,107019,26615,5.4,NJ,034,027,2.4561025641025633,3.6540384615384616,0.5307692307692308,2.930769230769231,0.49230769230769234
MORRIS,2017,1,192769.4987716136,493994,114269,24225,4.9,NJ,034,027,2.4492051282051284,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536
