"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G34002300062071","68","10","340230062071"
"G34002300062072","30","6","340230062072"
"G34002300062073","33","6","340230062073"
"G34002300062074","23","4","340230062074"
"G34002300062081","30","6","340230062081"
"G34002300062082","13","2","340230062082"
"G34002300062083","17","3","340230062083"
"G34002300062084","31","6","340230062084"
"G34002300062091","11","2","340230062091"
"G34002300062092","GQ-PH","GQ-PH","340230062092"
"G34002300062093","84","10","340230062093"
"G34002300063001","18","3","340230063001"
"G34002300063002","24","5","340230063002"
"G34002300063003","17","3","340230063003"
"G34002300063004","45","8","340230063004"
"G34002300063005","28","6","340230063005"
"G34002300063006","25","5","340230063006"
"G34002300064031","16","3","340230064031"
"G34002300064032","19","4","340230064032"
"G34002300065001","18","3","340230065001"
"G34002300065002","32","6","340230065002"
"G34002300065003","16","3","340230065003"
"G34002300065004","14","3","340230065004"
"G34002300066011","16","3","340230066011"
"G34002300066012","14","3","340230066012"
"G34002300066041","34","7","340230066041"
"G34002300066042","12","2","340230066042"
"G34002300066043","18","3","340230066043"
"G34002300066051","6","1","340230066051"
"G34002300066052","15","3","340230066052"
"G34002300066061","8","2","340230066061"
"G34002300066062","11","2","340230066062"
"G34002300066071","16","3","340230066071"
"G34002300066072","12","2","340230066072"
"G34002300066081","46","8","340230066081"
"G34002300066082","24","5","340230066082"
"G34002300067011","25","5","340230067011"
"G34002300067012","19","4","340230067012"
"G34002300067031","26","5","340230067031"
"G34002300067032","28","6","340230067032"
"G34002300067033","29","6","340230067033"
"G34002300067034","9","2","340230067034"
"G34002300067035","14","3","340230067035"
"G34002300068001","39","8","340230068001"
"G34002300068002","34","7","340230068002"
"G34002300068003","33","6","340230068003"
"G34002300068004","28","6","340230068004"
"G34002300069001","36","7","340230069001"
"G34002300069002","44","8","340230069002"
"G34002300069003","31","6","340230069003"
"G34002300069004","42","8","340230069004"
"G34002300070001","14","3","340230070001"
"G34002300070002","33","6","340230070002"
"G34002300070003","27","5","340230070003"
"G34002300070004","28","6","340230070004"
"G34002300071011","25","5","340230071011"
"G34002300071012","36","7","340230071012"
"G34002300071013","25","5","340230071013"
"G34002300071021","39","8","340230071021"
"G34002300071022","24","5","340230071022"
"G34002300071023","25","5","340230071023"
"G34002300071031","38","7","340230071031"
"G34002300071032","22","4","340230071032"
"G34002300071033","37","7","340230071033"
"G34002300072021","38","7","340230072021"
"G34002300072022","24","5","340230072022"
"G34002300072023","32","6","340230072023"
"G34002300072031","34","7","340230072031"
"G34002300072032","32","6","340230072032"
"G34002300072033","25","5","340230072033"
"G34002300073011","17","3","340230073011"
"G34002300073012","24","5","340230073012"
"G34002300073031","25","5","340230073031"
"G34002300073051","22","4","340230073051"
"G34002300073052","22","4","340230073052"
"G34002300073061","33","6","340230073061"
"G34002300073062","21","4","340230073062"
"G34002300074021","23","4","340230074021"
"G34002300074022","36","7","340230074022"
"G34002300074023","29","6","340230074023"
"G34002300074024","44","8","340230074024"
"G34002300074025","37","7","340230074025"
"G34002300075001","32","6","340230075001"
"G34002300075002","30","6","340230075002"
"G34002300075003","35","7","340230075003"
"G34002300076001","30","6","340230076001"
"G34002300076002","39","8","340230076002"
"G34002300076003","21","4","340230076003"
"G34002300076004","33","7","340230076004"
"G34002300076005","25","5","340230076005"
"G34002300077021","25","5","340230077021"
"G34002300077022","10","2","340230077022"
"G34002300077023","12","2","340230077023"
"G34002300077031","19","4","340230077031"
"G34002300077032","28","6","340230077032"
"G34002300077041","23","4","340230077041"
"G34002300077042","30","6","340230077042"
"G34002300078011","33","7","340230078011"
"G34002300078012","27","5","340230078012"
"G34002300078013","30","6","340230078013"
"G34002300078041","24","5","340230078041"
"G34002300078042","21","4","340230078042"
"G34002300078043","29","6","340230078043"
"G34002300078051","20","4","340230078051"
"G34002300078052","23","4","340230078052"
"G34002300078053","20","4","340230078053"
"G34002300078061","20","4","340230078061"
"G34002300078062","27","5","340230078062"
"G34002300079051","30","6","340230079051"
"G34002300079052","28","6","340230079052"
"G34002300079061","22","4","340230079061"
"G34002300079071","21","4","340230079071"
"G34002300079072","30","6","340230079072"
"G34002300079081","31","6","340230079081"
"G34002300079082","29","6","340230079082"
"G34002300079091","19","4","340230079091"
"G34002300079092","14","3","340230079092"
"G34002300079101","25","5","340230079101"
"G34002300079102","76","10","340230079102"
"G34002300079111","15","3","340230079111"
"G34002300079112","7","1","340230079112"
"G34002300079131","22","4","340230079131"
"G34002300079132","14","3","340230079132"
"G34002300079133","38","7","340230079133"
"G34002300079141","34","7","340230079141"
"G34002300079142","10","2","340230079142"
"G34002300080011","34","7","340230080011"
"G34002300080012","47","8","340230080012"
"G34002300080013","60","10","340230080013"
"G34002300080014","25","5","340230080014"
"G34002300080015","50","9","340230080015"
"G34002300081011","45","8","340230081011"
"G34002300081012","39","8","340230081012"
"G34002300081013","72","10","340230081013"
"G34002300081014","27","5","340230081014"
"G34002300081021","23","4","340230081021"
"G34002300081022","25","5","340230081022"
"G34002300081031","29","6","340230081031"
"G34002300081032","53","9","340230081032"
"G34002300082041","57","9","340230082041"
"G34002300082042","15","3","340230082042"
"G34002300082043","66","10","340230082043"
"G34002300082044","25","5","340230082044"
"G34002300082051","64","10","340230082051"
"G34002300082052","50","9","340230082052"
"G34002300082053","59","9","340230082053"
"G34002300082054","47","8","340230082054"
"G34002300082061","58","9","340230082061"
"G34002300082062","88","10","340230082062"
"G34002300082063","29","6","340230082063"
"G34002300082064","72","10","340230082064"
"G34002300082065","PH","PH","340230082065"
"G34002300082066","PH","PH","340230082066"
"G34002300082071","32","6","340230082071"
"G34002300082072","39","8","340230082072"
"G34002300082091","18","3","340230082091"
"G34002300082092","25","5","340230082092"
"G34002300082093","29","6","340230082093"
"G34002300082101","11","2","340230082101"
"G34002300082102","8","2","340230082102"
"G34002300082103","PH","PH","340230082103"
"G34002300082111","9","2","340230082111"
"G34002300082112","7","1","340230082112"
"G34002300082113","7","1","340230082113"
"G34002300082121","8","2","340230082121"
"G34002300082122","8","2","340230082122"
"G34002300082131","7","1","340230082131"
"G34002300082132","8","2","340230082132"
"G34002300082133","10","2","340230082133"
"G34002300082141","8","2","340230082141"
"G34002300082142","15","3","340230082142"
"G34002300082143","5","1","340230082143"
"G34002300082144","13","2","340230082144"
"G34002300083001","47","8","340230083001"
"G34002300083002","32","6","340230083002"
"G34002300083003","34","7","340230083003"
"G34002300084031","30","6","340230084031"
"G34002300084032","8","2","340230084032"
"G34002300084033","8","2","340230084033"
"G34002300084034","13","2","340230084034"
"G34002300084041","24","5","340230084041"
"G34002300084042","21","4","340230084042"
"G34002300084043","27","5","340230084043"
"G34002300084051","8","2","340230084051"
"G34002300084052","8","2","340230084052"
"G34002300084061","17","3","340230084061"
"G34002300084062","13","2","340230084062"
"G34002300085011","93","10","340230085011"
"G34002300085012","18","3","340230085012"
"G34002300085021","7","1","340230085021"
"G34002300085022","5","1","340230085022"
"G34002300085023","11","2","340230085023"
"G34002300085024","6","1","340230085024"
"G34002300085025","8","2","340230085025"
"G34002300085026","PH","PH","340230085026"
"G34002300085041","25","5","340230085041"
"G34002300085042","12","2","340230085042"
"G34002300085043","37","7","340230085043"
"G34002300085044","10","2","340230085044"
"G34002300085051","21","4","340230085051"
"G34002300085052","17","3","340230085052"
"G34002300085053","16","3","340230085053"
"G34002300085061","22","4","340230085061"
"G34002300085062","24","5","340230085062"
"G34002300086011","17","3","340230086011"
"G34002300086012","7","1","340230086012"
"G34002300086013","17","3","340230086013"
"G34002300086021","49","9","340230086021"
"G34002300086022","53","9","340230086022"
"G34002300086023","4","1","340230086023"
"G34002300086041","35","7","340230086041"
"G34002300086042","15","3","340230086042"
"G34002300086043","5","1","340230086043"
"G34002300086044","17","3","340230086044"
"G34002300086051","9","2","340230086051"
"G34002300086052","43","8","340230086052"
"G34002300086061","22","4","340230086061"
"G34002300086062","28","6","340230086062"
"G34002300086063","24","5","340230086063"
"G34002300087001","5","1","340230087001"
"G34002300087002","6","1","340230087002"
"G34002300087003","PH","PH","340230087003"
"G34002300088011","18","3","340230088011"
"G34002300088012","GQ-PH","GQ-PH","340230088012"
"G34002300088013","15","3","340230088013"
"G34002300090001","GQ","GQ","340230090001"
"G34002300090002","33","7","340230090002"
"G34002300090003","29","6","340230090003"
"G34002300090004","PH","PH","340230090004"
"G34002300091011","20","4","340230091011"
"G34002300091012","25","5","340230091012"
"G34002300091013","PH","PH","340230091013"
"G34002300092001","36","7","340230092001"
"G34002300092002","33","7","340230092002"
"G34002300092003","38","7","340230092003"
"G34002300093001","34","7","340230093001"
"G34002300093002","19","4","340230093002"
"G34002300093003","32","6","340230093003"
"G34002300093004","28","6","340230093004"
"G34002300093005","23","4","340230093005"
"G34002300094001","16","3","340230094001"
"G34002300094002","37","7","340230094002"
"G34002300094003","28","6","340230094003"
"G34002300094004","69","10","340230094004"
"G34002309800001","PH","PH","340239800001"
"G34002309801001","PH","PH","340239801001"
"G34002309802001","GQ","GQ","340239802001"
"G34002508001011","31","6","340258001011"
"G34002508001012","21","4","340258001012"
"G34002508001021","37","7","340258001021"
"G34002508002001","28","6","340258002001"
"G34002508002002","33","7","340258002002"
"G34002508002003","8","2","340258002003"
"G34002508002004","10","2","340258002004"
"G34002508004001","28","6","340258004001"
"G34002508004002","27","5","340258004002"
"G34002508004003","19","4","340258004003"
"G34002508005001","18","3","340258005001"
"G34002508005002","25","5","340258005002"
"G34002508005003","21","4","340258005003"
"G34002508005004","38","7","340258005004"
"G34002508006011","27","5","340258006011"
"G34002508006012","38","7","340258006012"
"G34002508006013","43","8","340258006013"
"G34002508006014","41","8","340258006014"
"G34002508006015","37","7","340258006015"
"G34002508006021","32","6","340258006021"
"G34002508006022","27","5","340258006022"
"G34002508006023","16","3","340258006023"
"G34002508007011","20","4","340258007011"
"G34002508007012","24","5","340258007012"
"G34002508007013","17","3","340258007013"
"G34002508007021","13","2","340258007021"
"G34002508007022","17","3","340258007022"
"G34002508008001","13","2","340258008001"
"G34002508008002","15","3","340258008002"
"G34002508008003","23","4","340258008003"
"G34002508008004","16","3","340258008004"
"G34002508008005","26","5","340258008005"
"G34002508009001","3","1","340258009001"
"G34002508009002","8","2","340258009002"
"G34002508009003","22","4","340258009003"
"G34002508009004","14","3","340258009004"
"G34002508010001","21","4","340258010001"
"G34002508010002","16","3","340258010002"
"G34002508010003","13","2","340258010003"
"G34002508011001","8","2","340258011001"
"G34002508011002","5","1","340258011002"
"G34002508011003","9","2","340258011003"
"G34002508011004","15","3","340258011004"
"G34002508012001","7","1","340258012001"
"G34002508012002","7","1","340258012002"
"G34002508013001","10","2","340258013001"
"G34002508013002","42","8","340258013002"
"G34002508013003","12","2","340258013003"
"G34002508013004","13","2","340258013004"
"G34002508013005","15","3","340258013005"
"G34002508014001","12","2","340258014001"
"G34002508014002","14","3","340258014002"
"G34002508014003","14","3","340258014003"
"G34002508015001","6","1","340258015001"
"G34002508015002","8","2","340258015002"
"G34002508015003","8","2","340258015003"
